author,name,material,technic,genre,style,v_size,h_size,year,price
Gushchina Elena,Babe,Canvas,acrylic,Portrait,Expressionism,80,60,2015,1160
Gushchina Elena,Spring is in the hair,Canvas,acrylic,Portrait,Symbolism,50,45,2017,770
Gushchina Elena,Polunochnitsy,Canvas,acrylic,Portrait,Expressionism,70,50,2016,1070
Zimin Aleksey,Gilded heart,Canvas,"Oil, сусальное",Abstraction,Abstract art,132,106,2017,10000
Zimin Aleksey,Moth-2,Canvas,Oil,Animals,Realism,46,43,2017,8570
Zimin Aleksey,Ladybug,Canvas,Oil,Animals,Naive art,50,44,2017,8570
Zimin Aleksey,Through the clouds,Canvas,Oil,Landscape,Realism,125,76,2015,5140
Zimin Aleksey,Madagascar Saturnia,Canvas,Oil,Animals,Realism,125,83,2017,25710
Zimin Aleksey,Queen Alexandra ornithopter,Canvas,Oil,Animals,Realism,63,83,2017,12860
Zimin Aleksey,Moth,Canvas,Oil,Animals,Realism,54,42,2017,10000
Zimin Aleksey,Beetle,Canvas,Oil,Animals,Realism,86,46,2017,11430
Zimin Aleksey,"Triangle, circle and square",Canvas,Oil,Abstraction,Abstract art,83,125,2015,6430
Zimin Aleksey,Wasp,Canvas,Oil,Animals,Realism,54,44,2017,10000
Davydov AV,Land,Fiberboard,mixed,Landscape,Abstract art,100,420,2015,5140
Davydov AV,Fire 3,Fiberboard,mixed,Abstraction,Abstract art,100,140,2015,3430
Davydov AV,Fire 2,Fiberboard,mixed,Abstraction,Abstract art,100,140,2015,3430
Davydov AV,Fire,Fiberboard,mixed,Abstraction,Abstract art,200,140,2015,6860
Davydov AV,Water-2,Fiberboard,mixed,Abstraction,Abstract art,114,124,2015,5140
Davydov AV,Waterfall,Fiberboard,mixed,Abstraction,Abstract art,560,100,2015,5140
Chandrani Banerjee,The Lady 2,Canvas,acrylic,Portrait,Symbolism,60,45,2016,2060
Chandrani Banerjee,Untitled-2,Canvas,acrylic,Portrait,Symbolism,45,60,2016,2760
Chandrani Banerjee,Ganesha,Canvas,acrylic,Portrait,Symbolism,30,30,2016,1500
Chandrani Banerjee,Dream Comes True,Canvas,acrylic,Portrait,Symbolism,40,50,2016,2060
Chandrani Banerjee,Sakhi,Canvas,acrylic,Portrait,Symbolism,30,30,2017,1290
Chandrani Banerjee,Sakhi 4,Canvas,acrylic,Portrait,Symbolism,30,30,2017,1290
Chandrani Banerjee,Sakhi 3,Canvas,acrylic,Portrait,Symbolism,30,30,2017,1290
Chandrani Banerjee,Silent Love,Canvas,acrylic,Portrait,Symbolism,42.5,57.5,2017,2760
Chandrani Banerjee,Sakhi 2,Canvas,acrylic,Portrait,Symbolism,30,30,2017,1010
Chandrani Banerjee,Abstract,Canvas,acrylic,Abstraction,Abstract art,30,40,2016,1540
Chandrani Banerjee,Radha,Canvas,acrylic,Portrait,Symbolism,30,30,2016,1290
Chandrani Banerjee,Untitled,Canvas,acrylic,Portrait,Symbolism,45,60,2017,3040
Voroncova Anastasiya,A fish,Canvas,"Oil, темпера",Still life,Symbolism,40,30,2017,500
Voroncova Anastasiya,Nude,Canvas,Oil,Nude and erotic,Symbolism,35,45,2017,500
Voroncova Anastasiya,Madrid,Canvas,"Oil, темпера",Genre painting,Symbolism,30,40,2017,500
Voroncova Anastasiya,Summer in the South,Canvas,Oil,Landscape,Symbolism,45,35,2017,500
Voroncova Anastasiya,Bouquet,Canvas,Oil,Flowers,Impressionism,29.5,29.5,2017,500
Biktashev Rinat,In the garden. August,Canvas,Oil,Landscape,Impressionism,50,60,Unknown,1130
Biktashev Rinat,August to Zhigule,Canvas,Oil,Landscape,Impressionism,36,50,Unknown,1130
Biktashev Rinat,Temple over the lake. Basilica in Desenzano,Canvas,Oil,Landscape,Impressionism,65,84,Unknown,1290
Biktashev Rinat,"Morning at sea, a large yacht on the roadstead. Antibes",Canvas,Oil,Landscape,Impressionism,60,80,Unknown,1290
Biktashev Rinat,Barrow in October,Canvas,Oil,Landscape,Impressionism,41,68,Unknown,1130
Biktashev Rinat,Sunny side of the street,Canvas,Темпера,Landscape,Impressionism,40,0,Unknown,960
Biktashev Rinat,"Temple over the lake. Garda, Desenzano, Italy",Cardboard,Oil,Landscape,Impressionism,24,34,Unknown,800
Biktashev Rinat,Full moon in Zhigule,Canvas,Oil,Landscape,Impressionism,50,60,Unknown,1130
Careva Anna,Baba berry,Cardboard,Oil,Still life,Impressionism,60,70,2014,500
Careva Anna,Breakfast in a straw hat,Canvas,Oil,Flowers,Impressionism,60,80,2015,510
Careva Anna,Phacelia,Canvas,Oil,Flowers,Impressionism,60,60,2015,510
Careva Anna,Cycle time,Cardboard,Oil,Flowers,Impressionism,90,70,2013,560
Careva Anna,The simple things of life,Cardboard,acrylic,Still life,Impressionism,42,37,2012,500
Careva Anna,Early morning,Cardboard,Oil,Still life,Impressionism,80,70,2012,500
Careva Anna,Russian bouquet,Canvas,Oil,Flowers,Impressionism,80,60,2013,860
Careva Anna,Sweeter than a kiss,Canvas,Oil,Still life,Impressionism,60,80,2014,510
Careva Anna,Dusk,Canvas,Oil,Flowers,Impressionism,50,40,2014,500
Careva Anna,Couple,paper,pastel,Still life,Impressionism,28,21,2011,500
SHumskaya Irina,Gatherer hearts,paper,"Тушь, гелевая",Abstraction,Symbolism,59,42,Unknown,2140
SHumskaya Irina,Before dinner,paper,"Тушь, гелевая",Abstraction,Symbolism,42,59,Unknown,2140
SHumskaya Irina,Farewell jazz,paper,"Тушь, гелевая",Genre painting,Symbolism,59,42,Unknown,2140
SHumskaya Irina,Magic woman,paper,"Тушь, гелевая",Abstraction,Symbolism,59,42,Unknown,2140
SHumskaya Irina,Music autumn,paper,"Тушь, гелевая",Genre painting,Symbolism,59,42,Unknown,2140
SHumskaya Irina,Love birds,paper,"Тушь, гелевая",Abstraction,Symbolism,59,42,Unknown,2140
SHumskaya Irina,Samurai dreams,paper,"Тушь, гелевая",Abstraction,Symbolism,59,42,Unknown,2140
SHumskaya Irina,Cosmic mood,Canvas,Oil,Abstraction,Symbolism,35,50,Unknown,3000
SHumskaya Irina,Sea walk,Canvas,Oil,Abstraction,Symbolism,60,59,Unknown,3000
SHumskaya Irina,Wonderland,Canvas,acrylic,Abstraction,,39,69,Unknown,500
SHumskaya Irina,Pleasant dreams,Canvas,Oil,Abstraction,Symbolism,49,49,Unknown,3000
SHumskaya Irina,Spring mood,Canvas,Oil,Abstraction,Symbolism,69,49,Unknown,3000
SHumskaya Irina,Bouquet of emotions,Canvas,acrylic,Abstraction,Symbolism,49,59,Unknown,3000
Ekimov Vladimir,Peonies on the table,Canvas,Oil,Still life,Realism,50,80,Unknown,2310
Ekimov Vladimir,Flowers with violin,Canvas,Oil,Still life,Realism,50,80,Unknown,2790
Novikov Yuriy,Violin on the piano,Canvas,Oil,Still life,Impressionism,50,60,2016,3770
Novikov Yuriy,Violin on the piano,Canvas,Oil,Still life,Impressionism,50,70,2016,3770
Novikov Yuriy,Still Life with Violin,Canvas,Oil,Still life,Impressionism,35,55,Unknown,2120
Grebenyuk Yuriy,Autumn morning,Canvas,Oil,Landscape,Impressionism,55,65,2016,2790
Grebenyuk Yuriy,Morning of sunflowers,Canvas,Oil,Flowers,Impressionism,65,55,2014,2570
Grebenyuk Yuriy,Generous Autumn East,Canvas,Oil,Flowers,Impressionism,65,55,2014,2790
Grebenyuk Yuriy,Roses in a teapot,Canvas,Oil,Flowers,Impressionism,70,60,2016,2570
Grebenyuk Yuriy,Bouquet fluffy,Canvas,Oil,Flowers,Impressionism,70,60,2016,3000
Grebenyuk Yuriy,Fresh morning with roses,Canvas,Oil,Flowers,Impressionism,60,70,2016,3000
Grebenyuk Yuriy,Sunflowers and poppies in the garden,Canvas,Oil,Flowers,Impressionism,60,70,2016,2790
Grebenyuk Yuriy,Chamomile and five grenades,Canvas,Oil,Flowers,Impressionism,70,60,2016,2570
Miroshnikova Valentina,Abstraction. birches,Canvas,Oil,Landscape,Impressionism,40,60,2017,500
Miroshnikova Valentina,Girl with a flower,Canvas,Oil,Portrait,Realism,40,40,2016,500
Miroshnikova Valentina,Courtyard St. Petersburg,Canvas,Oil,Landscape,Realism,40,50,2017,500
Grebenyuk Yuriy,Bright summer,Canvas,Oil,Flowers,Impressionism,60,70,2017,3210
Grebenyuk Yuriy,Cold hot summer,Canvas,Oil,Landscape,Impressionism,80,70,2017,3860
Grebenyuk Yuriy,Early morning with irises,Canvas,Oil,Flowers,Impressionism,60,70,2017,2790
Grebenyuk Yuriy,Warm East,Canvas,Oil,Flowers,Impressionism,70,60,2017,500
Grebenyuk Yuriy,Exclusive Bouquet,Canvas,Oil,Flowers,Impressionism,70,60,2017,3210
Grebenyuk Yuriy,Early morning and pink roses,Canvas,Oil,Flowers,Impressionism,70,60,2017,2790
Grebenyuk Yuriy,Dazzling bouquet,Canvas,Oil,Flowers,Impressionism,60,70,2016,3210
Grebenyuk Yuriy,Uzbekistan gifts,Canvas,Oil,Still life,Impressionism,80,70,2017,3000
Grebenyuk Yuriy,My favorite on the nature,Canvas,Oil,Landscape,Impressionism,50,60,2015,4290
Grebenyuk Yuriy,The freshness of the morning daisies,Canvas,Oil,Flowers,Impressionism,60,50,2015,1710
Grebenyuk Yuriy,Airfield,Canvas,Oil,Landscape,Impressionism,50,90,2014,3430
Grebenyuk Yuriy,The spring of the new century,Canvas,Oil,Flowers,Impressionism,80,100,2014,7710
Grebenyuk Yuriy,Rose tea,Canvas,Oil,Flowers,Impressionism,80,60,2013,3860
Grebenyuk Yuriy,Peonies mysterious,Canvas,Oil,Flowers,Impressionism,65,55,2014,1500
Grebenyuk Yuriy,Night bouquet,Canvas,Oil,Flowers,Impressionism,55,45,2013,1710
Grebenyuk Yuriy,Rustic childhood,Canvas,Oil,Flowers,Impressionism,60,120,2014,8570
Grebenyuk Yuriy,Bouquet evening,Canvas,Oil,Flowers,Impressionism,90,70,2014,4710
Grebenyuk Yuriy,Anticipation,Canvas,Oil,Flowers,Impressionism,50,60,2013,1710
Grebenyuk Yuriy,Bright summer colors,Canvas,Oil,Flowers,Impressionism,60,70,2016,3000
Grebenyuk Yuriy,Royal bouquet,Canvas,Oil,Flowers,Impressionism,65,55,2016,3000
Grebenyuk Yuriy,Morning freshness,Canvas,Oil,Flowers,Impressionism,65,55,2014,2140
Grebenyuk Yuriy,The mysterious bouquet,Canvas,Oil,Flowers,Impressionism,65,55,2016,2570
Grebenyuk Yuriy,For you,Canvas,Oil,Flowers,Impressionism,65,55,2014,2360
Grebenyuk Yuriy,Reflections,Canvas,Oil,Landscape,Impressionism,55,65,2015,2790
Grebenyuk Yuriy,Evening in Paris,Canvas,Oil,Flowers,Impressionism,65,55,2016,2360
Grebenyuk Yuriy,Night with roses,Canvas,Oil,Flowers,Impressionism,65,55,2015,3000
Grebenyuk Yuriy,Autumn in the mountains,Canvas,Oil,Landscape,Impressionism,55,65,2016,2570
Grebenyuk Yuriy,Fresh roses,Canvas,Oil,Flowers,Impressionism,65,55,2016,2360
Grebenyuk Yuriy,Sunflowers Autumn,Canvas,Oil,Flowers,Impressionism,65,55,2016,2360
Romanova Evgeniya,Scythian Gold (Copy),paper,Смеш.,Abstraction,Abstract art,60,90,2015,5140
Romanova Evgeniya,Scythian Gold (Copy),paper,Смеш.,Abstraction,Abstract art,60,90,2015,5140
Romanova Evgeniya,Scythian Gold (Copy),paper,Смеш.,Abstraction,Abstract art,60,90,2015,5140
Romanova Evgeniya,Scythian Gold (Copy),paper,Смеш.,Abstraction,Abstract art,60,90,2015,5140
Novikova Nataliya,Fragments of life,Canvas,Oil,Landscape,Surrealism,100,80,2015,4290
Novikova Nataliya,Reflection. Cobalt,Canvas,Oil,Genre painting,Surrealism,80,60,2017,2570
Novikova Nataliya,Reflection. Ilinka,Canvas,Oil,Landscape,Surrealism,80,60,2015,2570
Novikova Nataliya,Reflection. Sokolniki,Canvas,Oil,Landscape,Surrealism,80,70,2013,3000
Novikova Nataliya,Reflection. London,Canvas,Oil,Landscape,Surrealism,80,70,2003,2570
Novikova Nataliya,Reflection. new Moscow,Canvas,Oil,Landscape,Surrealism,80,60,2004,2570
Potapenko Aleksey,Spring,Canvas,Oil,Landscape,Impressionism,60,80,2016,500
Potapenko Aleksey,Autumn Still Life,Canvas,Oil,Flowers,Impressionism,70,80,2013,500
Potapenko Aleksey,Almond blossoms,Canvas,Oil,Landscape,Impressionism,50,70,2015,3000
Potapenko Aleksey,Street in Gurzuf,Canvas,Oil,Landscape,Impressionism,70,50,2016,2790
Potapenko Aleksey,Peach blossom,Canvas,Oil,Landscape,Impressionism,50,70,2016,500
Potapenko Aleksey,Morning,Canvas,Oil,Landscape,Impressionism,50,70,2014,500
Potapenko Aleksey,Boats,Canvas,Oil,Landscape,Impressionism,60,75,2014,3210
Potapenko Aleksey,Gurzuf,Canvas,Oil,Landscape,Impressionism,70,50,2014,2570
Potapenko Aleksey,Krasnokamenka,Canvas,Oil,Landscape,Impressionism,60,80,2016,3210
Potapenko Aleksey,Autumn bouquet,Canvas,Oil,Flowers,Impressionism,80,70,2013,500
Potapenko Aleksey,Spring day,Canvas,Oil,Landscape,Impressionism,60,80,2016,3430
Potapenko Aleksey,Spring bouquet,Canvas,Oil,Flowers,Impressionism,80,70,2016,3640
Potapenko Aleksey,Almond-2,Canvas,Oil,Flowers,Impressionism,80,60,2016,3210
Potapenko Aleksey,Spring in Crimea,Canvas,Oil,Landscape,Impressionism,50,70,2016,2570
Potapenko Aleksey,Boat station,Canvas,Oil,Landscape,Impressionism,80,70,2014,3640
Potapenko Aleksey,Wistaria,Canvas,Oil,Landscape,Impressionism,70,50,2014,2570
Potapenko Aleksey,Boat station,Canvas,Oil,Landscape,Impressionism,80,70,2014,3640
Potapenko Aleksey,Autumn landscape,Canvas,Oil,Landscape,Impressionism,70,80,2012,4070
Potapenko Aleksey,Wisteria blooms,Canvas,Oil,Landscape,Impressionism,70,50,2014,3000
Potapenko Aleksey,Spring day,Canvas,Oil,Landscape,Impressionism,70,50,2016,2570
Potapenko Aleksey,Gurzuf,Canvas,Oil,Landscape,Impressionism,50,70,2015,2570
Potapenko Aleksey,Roses,Canvas,Oil,Flowers,Impressionism,60,75,2014,3000
Potapenko Aleksey,Autumn in Gurzuf,Canvas,Oil,Landscape,Impressionism,70,50,2015,500
Potapenko Aleksey,Spring in Gurzuf,Canvas,Oil,Landscape,Impressionism,80,60,2016,3210
Potapenko Aleksey,Autumn Still Life,Canvas,Oil,Flowers,Impressionism,80,60,2012,3210
Potapenko Aleksey,Almond,Canvas,Oil,Flowers,Impressionism,90,60,2013,3430
Potapenko Aleksey,Wisteria blooms,Canvas,Oil,Landscape,Impressionism,80,60,2015,3430
Biktashev Rinat,April at sea on a windy day. Cannes,Canvas,Oil,Landscape,Impressionism,40,60,2017,960
Biktashev Rinat,View of La bocca. Noon,Canvas,Oil,Landscape,Impressionism,22,35,2017,500
Biktashev Rinat,La Bocca. Evening,Canvas,Oil,Landscape,Impressionism,24,30,2017,500
Biktashev Rinat,View of the old city. Etude,Canvas,Oil,Landscape,Impressionism,24,30,2017,500
Biktashev Rinat,Cannes. Croisette. Hotel Carlton. Morning,Canvas,Oil,Landscape,Impressionism,40,60,2017,1130
Biktashev Rinat,Croix de Garde. Cannes. Etude,Canvas,Oil,Landscape,Impressionism,35,50,2017,500
Biktashev Rinat,Sunny morning after the strom,Доска,Oil,Landscape,Impressionism,41.6,49.5,2011,960
Biktashev Rinat,Lighthouse in the port. Cannes,Canvas,Oil,Landscape,Impressionism,30,40,2017,500
Kabanova Mariel,Cold place,Canvas,Oil,Abstraction,Abstract art,50,60,2017,640
Arey Eva,The soul of the mountains,Canvas,acrylic,Landscape,Impressionism,70,100,Unknown,500
Arey Eva,Air,Canvas,"acrylic, эпоксидная",Abstraction,Abstract art,70,50,2017,500
Arey Eva,Lilo,Canvas,acrylic,Abstraction,Abstract art,40,60,2017,500
Arey Eva,Lili,Canvas,acrylic,Abstraction,Abstract art,40,60,2017,500
Arey Eva,Violet,Canvas,acrylic,Abstraction,Abstract art,50,70,2017,
Arey Eva,I do not see,paper,"acrylic, penсil, эпоксидная",Portrait,Conceptual art,4,.,2016,500
Ekimov Vladimir,Thoroughbred stallion,Canvas,Oil,Animals,Realism,53,43,2016,1740
Ekimov Vladimir,Flowers in a vase of China,Canvas,Oil,Flowers,Realism,95,50,Unknown,2510
Ekimov Vladimir,Flowers in a green vase,Canvas,Oil,Flowers,Realism,80,60,Unknown,1410
Ekimov Vladimir,Portrait of a champion,Canvas,Oil,Animals,Realism,80,50,2016,2510
Ekimov Vladimir,Portrait on a green background,Canvas,Oil,Animals,Realism,70,50,2016,1740
Ekimov Vladimir,Hunting still life,Canvas,Oil,Still life,Realism,50,70,Unknown,2120
Ekimov Vladimir,Thaw,Canvas,Oil,Landscape,Realism,45,60,Unknown,1160
Ekimov Vladimir,Still-life with books in a niche,Canvas,Oil,Still life,Realism,35,25,Unknown,1540
Ekimov Vladimir,Still-life with a pistol and a clock,Canvas,Oil,Still life,Realism,30,40,Unknown,1470
Ekimov Vladimir,Still with scrolls and spyglass,Canvas,Oil,Still life,Realism,50,60,Unknown,2310
Ekimov Vladimir,Still life with a lute and books,Canvas,Oil,Still life,Realism,50,95,Unknown,3470
Ekimov Vladimir,Venerable,Canvas,Oil,Animals,Realism,60,50,2016,1930
Ekimov Vladimir,Poppies in a blue vase,Canvas,Oil,Still life,Realism,80,50,Unknown,2310
Ekimov Vladimir,The gaming table,Canvas,Oil,Still life,Realism,61,77,Unknown,2510
Ekimov Vladimir,Evening city,Canvas,Oil,Landscape,Realism,53,47.5,Unknown,500
Ekimov Vladimir,Evening pond,Canvas,Oil,Landscape,Realism,30,50,Unknown,1160
Ekimov Vladimir,Spring in Vjatskom,Canvas,Oil,Landscape,Realism,45,61,Unknown,1350
Ekimov Vladimir,Successful hunting,Canvas,Oil,Animals,Realism,52.8,63,2016,2310
Ekimov Vladimir,Russian greyhounds hunting,Canvas,Oil,Animals,Realism,55,70,2016,2310
Ekimov Vladimir,Russian Borzoi,Canvas,Oil,Animals,Realism,50,45,2016,1740
Ekimov Vladimir,On the hunt,Canvas,Oil,Animals,Realism,50,80,2016,2310
Матвеев Игнат,Fluorescence thoughts,Cardboard,mixed,Abstraction,Abstract art,30,40,2016,500
Kayumova Alina,Railway station,Canvas,Oil,Landscape,Surrealism,30,40,2014,500
Kayumova Alina,World,Canvas,Oil,Portrait,Surrealism,90,70,2017,2360
Kayumova Alina,Revelation,Canvas,Oil,Nude and erotic,Symbolism,70,50,2016,1290
Kayumova Alina,Poppies,Canvas,Oil,Genre painting,Symbolism,80,50,2017,1500
Kayumova Alina,In silence,Canvas,Oil,Genre painting,Symbolism,60,70,2016,1290
Kayumova Alina,About feelings,Canvas,Oil,Genre painting,Realism,70,60,2016,1290
Lejnikov Yuriy,Sketch with bright green,Cardboard,Oil,Landscape,Realism,37,48.5,1964,1290
Lejnikov Yuriy,Four women from the stack,Cardboard,Oil,Genre painting,Realism,48,67,1964,2140
Lejnikov Yuriy,Church and Haystacks,Canvas,Oil,Landscape,Realism,88,72,1970,3640
Lejnikov Yuriy,Flowers,Canvas,Oil,Flowers,Realism,93,80,1969,3000
Lejnikov Yuriy,Fascism,Cardboard,Oil,Genre painting,Realism,49,69.5,1980,2140
Lejnikov Yuriy,Morning on the lake,Cardboard,Oil,Landscape,Realism,50,40,1976,1070
Lejnikov Yuriy,Ural poles,Cardboard,Oil,Landscape,Realism,70,50,1969,1290
Lejnikov Yuriy,At the stables. rest kolkhoz,Cardboard,Oil,Genre painting,Realism,50,80,1977,2570
Lejnikov Yuriy,Asphalt Ukladchitsy,Canvas,Oil,Genre painting,Realism,139,137,1970,10000
Lejnikov Yuriy,Asphalt Pavement,Cardboard,Oil,Genre painting,Realism,50,70,1968,2570
Lejnikov Yuriy,Dried network. Pereslavl,Cardboard,Oil,Landscape,Realism,50,70,1977,2360
Lejnikov Yuriy,Road builders,Canvas,Oil,Genre painting,Realism,90,160,1978,11430
Lejnikov Yuriy,Haystacks in a field,Cardboard,Oil,Landscape,Realism,50,70,1970,1930
Lejnikov Yuriy,Wash,Cardboard,Oil,Genre painting,Realism,50,70,Unknown,1290
Lejnikov Yuriy,Sleeping Angel,Cardboard,Oil,Portrait,Realism,37,50,1976,1930
Lejnikov Yuriy,Hayfield at Kotorosl River,Cardboard,Oil,Landscape,Realism,50,70,1976,2570
Lejnikov Yuriy,Rustic patio,Canvas,Oil,Landscape,Realism,80,100,1979,10000
Lejnikov Yuriy,Rural church,Cardboard,Oil,Landscape,Realism,69,50,1976,1500
Lejnikov Yuriy,Rostov Veliky,Canvas,Oil,Landscape,Realism,95,135,1972,6430
Lejnikov Yuriy,The river Psel. Chernihiv,Canvas,Oil,Landscape,Realism,55,97,1968,2140
Lejnikov Yuriy,River Dog,Cardboard,Oil,Landscape,Realism,50,70,1973,2570
Lejnikov Yuriy,Expanse of,Cardboard,Oil,Landscape,Realism,50,69,1968,1930
Lejnikov Yuriy,Planting trees in the new neighborhood,Cardboard,Oil,Landscape,Realism,70,50,1976,1290
Lejnikov Yuriy,Portrait of a fisherman in profile,Cardboard,Oil,Portrait,Realism,35,25,1964,1070
Lejnikov Yuriy,Portrait of a milkmaid,Cardboard,Oil,Portrait,Realism,50,70,1965,2140
Lejnikov Yuriy,Portrait of a milkmaid,Cardboard,Oil,Portrait,Realism,45,30,1968,1500
Lejnikov Yuriy,Portrait,Canvas,Oil,Portrait,Realism,60,50,1971,1290
Lejnikov Yuriy,Port in Arkhangelsk,Cardboard,Oil,Landscape,Realism,69,50,1967,500
Lejnikov Yuriy,Field,Cardboard,Oil,Landscape,Realism,50,70,1977,1930
Lejnikov Yuriy,Song from birch,Cardboard,Oil,Portrait,Realism,50,69,1968,2570
Lejnikov Yuriy,First flowers,Cardboard,Oil,Portrait,Realism,70,50,1967,3210
Lejnikov Yuriy,Landscape with River,Cardboard,Oil,Landscape,Realism,50,70,1973,1710
Lejnikov Yuriy,Autumn in the fields,Cardboard,Oil,Landscape,Realism,50,69,1972,1930
Kayumova Alina,Dancer,Canvas,Oil,Genre painting,Realism,70,80,2015,1710
Safiullin Albert,Landscape with a branch,Canvas/cardboard,Oil,Landscape,Realism,40,50,2017,1290
Kabanova Mariel,Waterfall in the mountains. Somewhere in Japan,paper,charcoal,Landscape,Symbolism,37,29.7,2016,770
Kabanova Mariel,Dk. Years later,paper,charcoal,Landscape,Symbolism,29.7,37,2017,1410
Kabanova Mariel,Not afraid of miracles,paper,charcoal,Landscape,Symbolism,37,29.7,2017,1410
Dego Aleksandr,Street Jazz Manhattan,Алюминий,Oil,Abstraction,Abstract art,150,100,2016,8360
Dego Aleksandr,My New York,Алюминий,Oil,Abstraction,Abstract art,100,100,2015,4710
Dego Aleksandr,"Soon you will grow, so that the risk",Алюминий,Oil,Abstraction,Abstract art,100,100,2015,6210
Dego Aleksandr,Appearance on the stage Mick Jagger,Алюминий,Oil,Abstraction,Abstract art,100,100,2016,500
Dego Aleksandr,The whole world of Mikhail Baryshnikov,Алюминий,Oil,Abstraction,Abstract art,100,100,2016,7500
